1,1,착한명태조리고 각산역점,대구광역시 동구 신서동 799-7 (신서동),1926291349,음식점>한식,0,35.8715008,128.7287340,2025-03-31 13:20:36,2025-04-08 06:09:56,4943201428,1,키움,1
7,28,손훈서테스트,ㅁㄴㅇㄹ,11,한식음식점,0,0.0000000,0.0000000,2025-04-02 00:19:13,2025-04-02 00:19:13,,1,키움,0
8,27,순남시래기 역삼점,서울특별시 강남구 역삼동 719-8,32618401,한식음식점,0,37.5012660,127.0401839,2025-04-02 03:42:14,2025-04-07 00:40:29,201-82-04468,1,키움,1
10,19,무띠키친,경기도 용인시 수지구 풍덕천동 1082-10,31155145,양식음식점,0,37.3212203,127.0954202,2025-04-02 06:03:05,2025-04-02 06:10:02,142-07-52567,1,키움,0
11,1,순남시래기 역삼점,서울특별시 강남구 역삼동 719-8,32618401,한식음식점,0,37.5012660,127.0401839,2025-04-04 03:38:44,2025-04-08 06:09:56,201-82-04468,1,키움,0
12,40,라보나쿠치나,경기도 용인시 기흥구 보정동 1191-5 1층 라보나쿠치나,36877749,양식음식점,0,37.3211705,127.1108217,2025-04-06 10:12:01,2025-04-06 10:12:01,142-09-71724,1,Toss,1
